title|artist|year|location|duration|tempo|loudness|artist_hotness|song_hotness
All Hands On Deck part 2: Open Water [Album Version]|Funeral For A Friend|2007|Wales|228.64934|90.098|-3.131|0.59|nan
Untitled|Brainchoke|0||53.81179|99.654|-13.481|0.26|nan
Stars (GROWTH Ultraviolence Mix)|Ultraviolence|0||271.12444|174.49|-3.264|0.37|0.0
Chira|Nikos Kalaintzis|0||314.01751|100.441|-14.744|0.0|nan
The Magic Violin|Hot Club Of Cowtown|2009|Hughesdale Victoria Australia|163.10812|148.077|-9.68|0.39|0.38
The Darkness (Komor Kommando Mix)|Zombie Girl|2009|Edmonton, Alberta, Canada|256.73098|120.103|-7.479|0.44|0.43
Let The Drummer Have Some|fIREHOSE|1989||61.83138|76.354|-21.439|0.39|0.54
Advice|Ann Nesby / Jamecia Bennett|0|Joliet, IL &amp; Atlanta, GA|340.79302|110.058|-2.871|0.42|0.0
Yo Soy Abacua|Bobby Valentin|1970||177.50159|126.202|-9.054|0.0|nan
Elsa|Monique Morelli|0||196.44036|180.854|-12.957|0.2|nan
Lullaby [With Ladysmith Black Mambazo] (Album Version)|Josh Groban|2006||152.0322|91.087|-15.95|0.76|0.54
Army|Tunsi|0|California - SF|12.72118|84.606|-13.537|0.32|nan
Dangerously In Love Medley|Beyoncé|0||419.70893|109.522|-5.584|0.62|nan
Magiki Vradia|Irini Merkouri|0||230.21669|109.974|-6.321|0.0|nan
Little Sunflower|Alexander Zonjic|0||259.21261|113.41|-7.742|0.38|0.5
Walk On The Wild Side|Jesse Malin|2008|Whitestone, Queens, NY|238.52363|88.011|-8.14|0.46|0.5
Parallel Universe (Album Version)|Red Hot Chili Peppers|1999||269.34812|124.915|-2.976|0.58|0.77
Danny|Billie Jo Spears|0|Beaumont, TX|124.9171|64.996|-10.963|0.38|nan
The Court|Zbigniew Preisner|1994||63.63383|35.351|-31.708|0.5|0.44
Speechless|Mish Mash|2006||211.90485|124.043|-7.963|0.35|0.33
Lost|Roger Sanchez|2006|New York, NY|589.87057|127.999|-15.542|0.45|nan
Nieve|Los Chichos|0||199.96689|85.055|-9.588|0.42|nan
Listen|FFH|2005||218.22649|61.117|-15.135|0.46|0.0
Merry-Go-Round|Helen Hobson|1996||176.97914|107.537|-24.633|0.0|nan
Dos Mujeres|Alfredo Gutiérrez|0||171.80689|94.937|-9.486|0.28|nan
When I Think About Love|Guy Forsyth|0|Austin, Texas|261.8771|95.229|-10.954|0.33|0.0
Momentum|Elvira|0|New York|291.89179|124.028|-8.094|0.25|0.0
6th Chakra: Keynote A - Chakra Suite (Solo Electric Piano Plus Synths)|Steven Halpern|2001||223.73832|205.204|-20.879|0.37|nan
Sincerely_|Hard Romantic|0||149.21098|69.018|-23.374|0.0|0.0
So Far So Bad So What?|Melt Banana|0||27.89832|137.645|-3.959|0.41|0.0
Up on the House Top|The Jordanaires & Orion|0|Springfield, MO|86.09914|203.792|-15.002|0.28|0.2
Hydraulic Pimp|Non Stop DJs|2004||222.24934|123.975|-7.379|0.28|nan
Fifi|Angels|0|Australia|235.17995|70.116|-6.394|0.44|nan
Je Suis Une Cigarette|M|0|NY - New York City|215.95383|93.395|-16.105|0.38|0.54
Upon This Rock (Fire And Ice Version)|STEVE CAMP|0||220.89098|136.274|-11.508|0.31|nan
Little Is Much When God Is In It (South African Homecoming Album Version)|Gaither Vocal Band|0||257.09669|103.979|-15.926|0.36|nan
My Harlem Lullaby (Album Version)|Mase|0||234.31791|133.827|-6.428|0.42|0.59
Shining|Swans Of Avon|0||228.41424|109.994|-5.996|0.31|nan
Life's Railway To Heaven|PATSY CLINE & WILLIE NELSON|1991|Gore, VA|175.41179|98.988|-6.939|0.47|nan
Gheera Away|Ragheb Alama|0||200.64608|94.709|-5.05|0.42|0.4
Hello Space Boy|Behemoth|2000|POLAND|209.05751|156.758|-4.159|0.55|0.56
I Wish I Was A Punk Rocker (With Flowers In My Hair)|Sandi Thom|2006|Scotland|425.19465|121.982|-4.163|0.41|nan
Booty Bounce|Mister Ries featuring Six Foe|0||193.82812|149.988|-13.87|0.23|nan
Earth Born|Kitaro|1983|Toyohashi, Japan|173.45261|81.623|-30.712|0.46|0.55
Dance of the Blue Devils|Les Brown|0|Reinerton, PA|183.87546|95.073|-17.087|0.42|0.0
Come On Back Home|Cece Winans|1998|Charlotte, NC|248.2673|95.997|-8.19|0.54|0.27
Sannyasin|John Mayer|1976|Calcutta, India|38.3473|121.915|-16.739|0.74|nan
E. Warren|DJ Omega|0||260.80608|155.01|-10.873|0.33|nan
Talk Of The Town|Firehouse|1992|Wisconsin|278.12526|119.423|-7.352|0.43|nan
Siempre|Reptil|0||220.3424|120.0|-7.009|0.27|nan
Denk|Samy Deluxe|2004||237.19138|164.041|-5.129|0.39|0.52
You Can Make It (Album Version)|Douglas Miller|0||247.09179|105.958|-10.476|0.34|nan
Attic Room|Casiotone For The Painfully Alone|2003||188.94322|99.077|-7.549|0.39|0.64
Electric Phase / Hot 'n' Ready / Pack It Up 'n' Go / Cherry / Out In The Street / Let It Roll / Too Hot To Handle|UFO|0|Arizona|1819.76771|134.531|-14.402|0.45|nan
Sometimes|Les Rythmes Digitales feat. Nik Kershaw|1999|Paris, France|297.45587|123.829|-4.249|0.38|0.7
124 Stomp|Azukx|0||438.90893|123.003|-11.933|0.0|nan
The Story Of An Artist|Daniel Johnston|1982|Sacramento, CA|296.54159|106.927|-12.162|0.47|nan
Many Weapons Many Men|Criminal Class USA is Hush Hush Revolution|0||174.18404|146.93|-4.861|0.0|0.0
So Say I|Mr Brown|0|Mississippi Gulf Coast|147.1473|140.252|-6.024|0.0|nan
One Thing|YZ|0||267.59791|89.995|-12.836|0.29|nan
Big Trouble Upstairs|Pitch Black|0|Oakland, CA|283.32363|118.926|-12.195|0.43|nan
Te Vas Angel Mio|Michael Salgado|0||212.63628|154.164|-7.031|0.32|nan
A Movie Of A Placid Lake On A Moonless Night in September|Will Ackerman|1992|Germany|384.60036|92.331|-18.891|0.39|0.33
Será cuando regreses|Noemí|0||178.23302|88.304|-10.984|0.44|nan
It Only Takes A Moment (Album Version)|Eddie Cano|0||176.16934|125.303|-14.714|0.27|nan
Molten|Digital Mystikz|2006||299.49342|143.01|-6.304|0.42|0.64
Love You to Pieces|Lizzy Borden|1985|Los Angeles, CA|232.98567|90.131|-4.118|0.42|0.58
Take That!|Richard Smith|0|New York|263.13098|101.013|-5.97|0.31|0.0
Zeno Beach|Radio Birdman|2006||174.28853|197.631|-5.469|0.39|0.27
Phrase|Papa Wemba|0|Kasai, Zaire|308.74077|170.966|-8.196|0.42|nan
From A Jack To A King|Ned Miller|1963|Raines, UT|128.26077|99.312|-7.068|0.31|nan
Meteores mouvement de Chroniques de la lumier|Francis Dhomont|0||391.49669|65.097|-17.91|0.3|0.0
The Road Goes On Forever|The Highwaymen|1995|Dayton, OH|282.33098|111.532|-9.851|0.47|nan
The Daddy|Mario Rosenstock|0||277.75955|116.052|-12.617|0.05|nan
Don't Waste My Time|John Mayall|1970|Macclesfield, Cheshire, England|193.12281|209.955|-12.098|0.4|nan
Medicine|Bobaflex|2005|Huntington, WV|151.43138|104.08|-4.515|0.42|0.64
Telegrama|Zeca Baleiro|2002||364.72118|80.062|-10.202|0.43|nan
Sachmagehtsnoch|Dendemann|2006||221.98812|106.023|-6.131|0.45|nan
Te Necesito|Angelica Maria|0|New Orleans, LA|160.83546|81.649|-10.182|0.31|nan
Love Me|Jars Of Clay|2006|Nashville, TN|191.81669|128.018|-4.888|0.58|0.35
Diamond Eyes (Album Version)|Deftones|2010|Sacramento, CA|188.26404|153.713|-4.365|0.6|0.63
Les Dépenaillés|Klimperei|0|FR|110.10567|133.96|-6.566|0.31|0.0
The Witching Hour|John Mayall|2002||262.79138|172.909|-5.549|0.41|0.0
Underarms|Grandmaster Flash|1987|Barbados, West Indies|190.17098|117.535|-15.494|0.46|0.27
Heut' Nacht|Spliff|1982||264.41098|107.965|-18.576|0.36|0.58
Put Down Your Weapons|Yami Bolo|2000|Detroit USA|219.402|85.811|-9.07|0.32|0.26
L'Amour Existe Encore|Lara Fabian|2009||229.72036|106.01|-7.336|0.46|0.39
Leather Prowler|Liars|2007|LA / NYC|265.09016|143.748|-10.578|0.42|0.61
Una dolce melodia|Franco_ Valeriana|0|Sona-Bata, Zaire|205.50485|112.181|-7.462|0.45|nan
This Is My Life|Rita Chiarelli|1992||252.682|89.919|-11.482|0.29|0.0
War|Trick Trick / Obie Trice|2005||266.78812|180.02|-6.858|0.39|0.29
Hi De Ho|Bobby Darin|0|New York, NY [The Bronx]|352.20853|183.566|-7.157|0.47|nan
La Maquina Del Sabor|Fruko Y Sus Tesos|0||264.61995|109.896|-5.0|0.37|0.27
Fast Eddie|Mario Rosenstock|0||136.46322|121.797|-12.657|0.05|nan
Playgirl's Love|The Five Stairsteps|0|Chicago, IL|132.70159|129.293|-7.692|0.39|0.39
Hold On To Freedom|Lee Michaels|0|Los Angeles, CA|299.4673|89.818|-12.935|0.35|0.0
A Void Of Lifeless Dreams|Limbonic Art|0|Norway  (Sandefjord)|293.04118|100.209|-3.961|0.44|0.53
I Will Bless Your Name|Daryl Coley Featuring the New Generation Singers Reunion Choir|0|San Francisco, CA|274.93832|151.164|-7.023|0.33|0.0
Endless Light|Erik Berglund|0|Texas|1815.2224|262.828|-11.534|0.34|0.0
All Creatures Of Our God And King|Patty Griffin|2010|Old Town, ME|256.39138|56.184|-14.966|0.51|0.49
Sofrimento De Quem Ama (1997 Digital Remaster)|Clara Nunes|0||176.90077|101.854|-10.679|0.37|nan
Make A Move On Me|Joey Negro|2005|Isle of Wight, England|535.69261|128.319|-6.983|0.41|0.22
Chiove|Rita Chiarelli|2006||228.38812|99.381|-16.107|0.29|nan
Doin' It|Professor Longhair|1985|Bogalusa, LA|242.31138|143.29|-13.715|0.4|nan
Rude Bwoy Love (feat. Dj Fly_ Dj Traxx_ T.Williams)|Nicky B_ Naëlle|0||251.55873|173.974|-5.794|0.41|nan
Bitches For Breakfast|Vodka Collins|0|Tokyo, Japan|119.30077|151.357|-8.977|0.41|0.0
It Came Upon A Midnight Clear|Cristy Lane|0|Peoria, IL|142.70649|120.227|-7.954|0.34|nan
Apagon|Estopa|0||185.83465|146.051|-7.541|0.39|0.53
All For The Sake Of The Song|Roger Creager|2003||277.55057|80.975|-9.776|0.44|0.34
Red Barchetta (feat. James LaBrie_ James Murphey_ Sean Malone_ Sean Reinert & David Townson)|Steve Morse|0|Hamilton, Ohio|342.09914|154.113|-5.097|0.42|0.27
Looking In Your Eyes|Suicidal Tendencies|1987|Venice, CA|167.78404|166.09|-9.966|0.53|0.55
Crazy|Aerosmith|1993|Boston, MA|318.61506|232.709|-4.43|0.61|nan
Down South Blues|Sleepy John Estes|1935|Ripley, TN|188.26404|78.498|-18.335|0.35|nan
Des Vôtres|Fredericks_ Goldman_ Jones|0||344.21506|153.939|-9.985|0.31|nan
The Law Gonna Step On You (1931)|Bo Carter|0|Bolton, MS|162.24608|116.083|-15.925|0.36|0.25
Cet Air Étrange (Take 1 - Abbey Road Rough Mix)|Étienne Daho|0|Rennes|237.50485|140.119|-6.897|0.43|nan
Believe In What I Say|Cookies|2005||193.69751|125.971|-5.583|0.31|0.38
Glisse|Fred Merpol|0||117.13261|151.973|-21.061|0.0|nan
Psalm 27|Wilks|0||163.99628|85.981|-6.496|0.08|nan
Mykel And Carli|Weezer|2004||172.14649|104.115|-6.088|0.78|0.72
You Gotta Be Safe|Twenty 4 Seven|0|Virginia|223.18975|139.91|-9.049|0.48|0.34
Kan Hai De Ri Zi|Hacken Lee|0||221.962|138.033|-9.607|0.34|0.0
Young Urbans|Punk'd Royal|0||276.37506|96.123|-5.031|0.37|0.22
Rancho Moreno|Mar Azul|0|Mexico|165.11955|147.003|-3.519|0.0|0.0
When Rules Change|Life In Your Way|2005|Manchester, CT|198.05995|90.356|-4.62|0.45|0.46
Milkman_ Keep Those Bottles Quiet|The King Sisters|0||129.35791|75.467|-14.706|0.29|nan
Take The Time|Michael Stanley Band|1982||335.09832|182.721|-8.928|0.29|0.0
Together We Stand (Album Version)|The Winans|0|Detroit, MI|300.59057|135.909|-8.705|0.34|0.25
I Don't Like You|"Buzzov¬""en"|0||333.58322|96.384|-6.282|0.3|0.54
Hold On|22-20s|2004||317.46567|133.325|-6.806|0.46|0.68
She's Got A Brain (Leli / Zimmerman)|Cutting Edge|0|California - LA|256.33914|120.02|-9.805|0.35|nan
Talking To Trees|The Cat's Miaow|2003|Australia|103.00036|92.966|-15.828|0.35|nan
Morning Bird|Sade|2010|Ibadan, Nigeria|234.26567|87.553|-17.279|0.52|0.69
Feelin` Alone|2-Gether feat. Sarinah|0||190.82404|85.291|-6.074|0.37|nan
Janie's Got A Gun|Aerosmith|1989|Boston, MA|329.69098|115.106|-6.658|0.61|0.73
30 Grad|Pyranja|0||181.49832|117.991|-7.522|0.36|nan
Sample Track 14|Simon Harris|0||184.47628|105.948|-14.276|0.21|nan
Don't Be Afraid (World)|Sharon Burch|1999||183.30077|85.319|-14.16|0.3|nan
Minner|Mons Leidvin Takle|0||287.26812|66.22|-15.893|0.28|nan
Final Straw (Album Version)|R.E.M.|2004|Athens, GA|246.17751|107.55|-7.534|0.62|0.62
Bliv Du Till Gran (If You Became A Spruce)|Groupa|1999|Sweden|229.56363|85.548|-10.681|0.3|0.0
Outubro|Irtio|0||333.73995|100.022|-11.31|0.29|0.0
You've Got A Friend|Kathy Troccoli|2005|NASHVILLE, Tennessee|282.20036|88.55|-14.014|0.37|0.0
Half As Much|Gene Autry|0|Tioga Springs, TX|148.1922|142.858|-17.065|0.41|nan
Enchanted Garden|Paul Taylor|0|Wyoming|275.46077|66.407|-4.247|0.43|0.43
Lawyer Clark Blues|Sleepy John Estes|1965|Ripley, TN|190.27546|85.193|-19.297|0.35|nan
If Today Was Your Last Day (Album Version)|Nickelback|2008|Hanna, Alberta, Canada|248.05832|89.958|-4.157|0.78|0.98
Jesus Is Gonna Make Up My Dying Bed|Josh White|0|Greensboro, NC|180.97587|90.031|-20.847|0.35|0.0
Damn those eyes|Kane|1999|California - LA|422.73914|192.476|-11.59|0.38|nan
Oops!...I Did It Again|Britney Spears|2000|Kentwood, LA; Los Angeles, CA|211.01669|95.066|-5.205|0.61|nan
Skin Ticket (Live version) (Album Version)|Slipknot|0|Des Moines, Iowa|363.7024|146.577|-3.347|0.6|nan
Red (Main Version)|Motograter|2003|Santa Barbara, California|226.92526|143.932|-4.83|0.39|0.77
Waltzing Matilda My Darling|Maria Forde|0||325.79873|119.283|-16.142|0.26|0.27
Crushing Belial|Shadows Fall|2000|Boston, MA|325.17179|194.238|-7.736|0.46|0.56
Cry_ Cry_ Cry|Hushabye Baby|0||171.88526|74.983|-18.58|0.37|0.0
God Of Love (Album Version)|Bad Brains|1995|Washington, D.C.|163.18649|105.453|-5.663|0.56|0.48
Better Days|Colin James|1995|Regina, Saskatchewan, Canada|280.11057|154.548|-8.882|0.44|0.21
Laser Show (LP Version)|Fountains Of Wayne|1999|New York, NY|144.71791|115.686|-5.759|0.53|0.52
Ni Shi Wo Xin Zhong Yi Ju Jing Tan|Elva Hsiao|0||225.59302|122.9|-5.73|0.37|nan
Silver Bells|John Davis|0|Pennsylvania|199.31383|88.991|-12.916|0.39|0.0
Apologize|DJ Nasty|0||231.13098|86.664|-3.173|0.3|0.0
Nude With Boots|Melvins|2008|Aberdeen, WA|217.80853|113.386|-7.616|0.46|0.7
Here The Sun Never Shines|The Funeral Pyre|2006|California - LA|271.22893|227.302|-5.587|0.33|nan
Restless Spirits (World)|R. Carlos Nakai|0||170.762|203.737|-21.307|0.38|0.0
Les Tous Petits Details|Julien Clerc|0|FR|146.23302|202.999|-10.607|0.36|nan
I Wanna Sing (Autobiography Album Version)|Scott Krippayne|0|Washington|234.91873|122.1|-7.355|0.32|0.0
Manzenera|Adam Ant|0|London, England|203.54567|136.176|-11.594|0.45|nan
La Blonde de Pékin|Annie Philippe|0||167.73179|109.1|-7.779|0.34|0.42
Ett Norrskensdåd|Finntroll|2010||214.30812|95.035|-5.061|0.43|0.66
Cunoasterea Tacuta|Negura Bunget|2006|Timişoara|431.72526|130.84|-5.27|0.48|nan
Nobody But Me - Original|Dee Clark|0|Blythesville, AR|138.762|130.848|-24.35|0.34|nan
Lost In Translation|Pitch Black|0|Oakland, CA|398.602|120.004|-10.19|0.43|nan
Hard Not 2 Kill (Explicit)|Fat Joe|0|Bronx, NY|174.65424|77.56|-5.716|0.57|0.23
Downtown (Album Version)|Crazy Horse|0||195.36934|146.473|-11.531|0.34|0.54
Dinosaur Bones|Showbread|2006||264.01914|112.734|-4.789|0.55|0.49
We Made It [Instrumental]|Busta Rhymes feat. Linkin Park|0|East Flatbush, Brooklyn, NY|238.21016|92.344|-6.892|0.54|0.38
Desire|Rockabye Baby!|0|Los Angeles|312.78975|100.043|-11.918|0.46|0.39
Clear Channels|Roj|0||41.63873|156.062|-22.474|0.37|0.37
Cintura Fina|Alceu Valença|1998||188.65587|157.111|-8.593|0.37|0.42
Cadê O Meu Amor|Quinteto Violado|0||132.85832|155.062|-7.029|0.32|nan
New Meaning|Mudhoney|2008|Seattle, WA|159.65995|145.179|-6.077|0.48|nan
Tis Monaxias Ta Monopatia|Peggy Zina|0||214.93506|140.04|-7.163|0.3|nan
Ocean Size [Demo]|Jane's Addiction|0|Los Angeles, CA|273.00526|84.694|-7.805|0.54|0.38
Misty Bog|Winifred Phillips|2009||80.61342|144.835|-13.509|0.33|nan
Hang 'm High|Ned Nash Orchestra|0||174.78485|118.683|-13.901|0.23|0.33
Turkey And Dressin|Casual|0|California - LA|187.45424|136.248|-5.664|0.4|0.27
Ciudad desierta|Alex Ubago|2009|Vitoria, Spain|186.09587|135.016|-5.274|0.29|0.0
Somebody Has Stolen My Girl|Cornel Campbell|0|Jamaica|178.59873|80.862|-15.431|0.38|nan
Ho Capito Che Ti Amo|Brazilian Tropical Orchestra|0||126.22322|89.737|-15.541|0.34|nan
See The Light|The Jeff Healey Band|1988||267.33669|111.865|-4.732|0.41|0.79
Hold Up My Heart|Brooke White|2009||233.79546|89.665|-8.023|0.44|0.63
A Sailboat In The Moonlight|Arthur Tracy|1993|Kamenetz-Podolsk, Moldavia|173.89669|58.69|-19.404|0.27|nan
Eoarchaean|The Ocean|0|London, Ontario, Canada|285.90975|140.174|-4.348|0.47|0.51
Directions to my special place|themselves|2003|Oakland CA|274.1024|95.779|-13.275|0.43|0.55
Situations|Bravehearts featuring Nas and Jully Black|0||221.04771|92.962|-7.602|0.37|0.0
I Do (Chris The Greek Remix)|Tina Ann|2003||237.53098|134.017|-5.447|0.38|nan
Mesmerized|Miguel Migs|0|San Francisco, CA|342.59546|125.005|-4.594|0.4|nan
Between You And Me|Joy Enriquez|2001||260.96281|96.087|-3.941|0.34|0.27
Adios_ Amigos! (2003 Digital Remaster)|J. Karjalainen & Mustat Lasit|0||169.74322|70.802|-12.37|0.37|nan
Angel|Julio Iglesias Jr|2008|Madrid, Spain|252.13342|150.071|-7.233|0.3|0.0
10000 Km|La Portuaria|0||250.43546|96.001|-4.691|0.31|nan
Ongoing Plague|Malefaction|2003||139.17995|137.795|-4.65|0.28|nan
The Christmas Song  (LP Version)|Nicole Mullen|0||194.95138|94.012|-14.419|0.44|nan
Phillippe|James Newton Howard|0||89.10322|141.233|-32.238|0.45|nan
Comfortubly Numb|Big One|0|London, England|499.69587|128.505|-6.264|0.64|nan
Sad Girl (Single Mix)|The Stems|0|Australia|200.51546|147.847|-12.968|0.34|0.22
La Chola Caderona|Sonora Carruseles|1999||295.31383|76.799|-3.934|0.37|0.33
Why Baby Why|Hank Locklin|0|McLellan, FL|143.82975|150.439|-11.366|0.38|nan
Gracieusette|Gus Viseur|0||157.51791|225.812|-13.963|0.28|0.36
Peace Dance|Terry Riley|1992|Colfax, CA|349.20444|95.074|-16.387|0.41|0.43
Trio in G minor for piano_ violin_ and 'cello Op. 17: Andante|Double Image|0|Maryland|348.42077|135.092|-25.205|0.0|nan
Please Jesus_ Send Me Someone To Fuck|All Leather|0||121.05098|145.859|-7.327|0.38|0.48
Flute|Les Ogres De Barback|2001||247.32689|71.084|-11.61|0.44|0.36
North American Ballads: No. 2 - Which Side Are You On?|David Jalbert|0|Mascouche, Qc|554.9971|151.715|-21.166|0.31|nan
The New Girl|Javier Navarrete|0||78.10567|98.077|-26.845|0.38|0.37
All I Really Want|Premiums|0||173.58322|120.177|-3.593|0.31|nan
Big Girl Blues|Danny Barnes|2005|Texas|169.482|83.277|-12.427|0.44|0.24
Hot Wire [Live Version]|Kix|0|Hagerstown, MD|366.57587|196.865|-13.878|0.42|0.0
Ain't Gone 'N' Give Up On Love|Stevie Ray Vaughan And Double Trouble|2005|Dallas, TX|368.63955|150.582|-12.077|0.54|nan
Tracy|Goldfish|2004||172.61669|104.031|-8.209|0.44|nan
Savin' Me|Nickelback|2005|Hanna, Alberta, Canada|217.62567|164.025|-4.278|0.78|0.84
I Get My Paper|Cassidy featuring Swizz Beatz|0|Philadelphia, PA|280.71138|104.091|-4.954|0.43|nan
Turn It Around|Tony Matterhorn|0||207.01995|135.005|-7.889|0.43|0.0
I'm A Chicken Head (Skit)|Cam'Ron|2004|Harlem, NY|85.96853|110.064|-19.67|0.52|0.53
How Y' All Doin'|Kyle Eastwood|2006||207.20281|100.175|-14.233|0.41|0.38
Pipopapo Telpathy|An Cafe|0||210.75546|150.03|-4.188|0.31|nan
Rules of Attraction (Chris Cox)|Tina Ann|2003||251.76771|127.926|-2.62|0.38|nan
Knucklebuster|Chet Atkins|0|Luttrell, TN|319.4771|96.031|-11.519|0.41|nan
Go On|JK|0|Texas|343.562|131.991|-10.751|0.38|nan
Crackbabies|Urge Overkill|1993||243.17342|152.468|-6.149|0.41|0.59
Fear of Girls (Live in Croatia_ 1993)|U.K. Subs|1993|UK - England - Yorkshire|116.1922|103.971|-14.616|0.43|nan
Once|Harry Connick_ Jr.|0|Sayreville, NJ|364.64281|60.882|-17.67|0.78|0.39
Roll Old Jeremiah|The Black Crowes|2009|Atlanta, GA|263.52281|178.299|-12.732|0.54|0.5
Secret Lovers (Featuring Mica Paris)|Alexander O'Neal|2008|Minneapolis, MN|268.2771|160.033|-6.59|0.46|0.48
Proletariat|Tree|0||157.12608|146.851|-8.663|0.32|0.0
Love_ Peace and Harmony|Bow Wow Wow|0|London, England|172.79955|126.501|-9.883|0.41|0.45
Suti-suti|M.A. Numminen|2002||118.30812|110.589|-9.169|0.42|nan
Woman|Free|0|London, England|273.52771|129.042|-8.72|0.47|nan
Anatomy of a Contest|John Frizzell|0||75.93751|147.692|-17.346|0.37|0.19
Hop_ Skip & Jump|Opals|0||152.58077|131.641|-7.633|0.0|nan
Bring It On|Goose|2006|Ohio|395.85914|122.956|-5.346|0.44|0.65
Problems|Mil featuring Petey Pablo|0||227.49995|159.837|-5.699|0.0|nan
Yueh Kuang|Shunza|0||315.61098|63.993|-12.741|0.0|nan
Gum|Emit|0|Oklahoma|197.56363|136.871|-3.212|0.38|0.0
Con un poquitito de suerte|Leo Dan|0|Atamisqui, Argentina|148.53179|171.91|-5.359|0.38|nan
Shirley|Lil' Band O' Gold|2000||150.49098|146.817|-10.449|0.0|0.23
Little Bird|Annie Lennox|1992|Aberdeen|385.01832|125.03|-9.027|0.62|nan
Karola|Remmy Ongala|2007||348.52526|94.72|-12.061|0.27|nan
House Of Pain|Van Halen|1983|Pasadena, CA|199.10485|200.52|-12.063|0.58|0.81
The Child Deirdre|Mychael Danna & Jeff Danna|0||244.55791|121.186|-15.226|0.34|0.54
Sense|Beherit|1995|Helsinki|625.57995|111.125|-20.665|0.43|0.47
Slut [Live at Lafayette's Music Room_ Memphis_ TN_ January 1973]|Big Star|0|Memphis, TN|214.09914|122.548|-7.862|0.5|0.42
Locaccmaccam|Marc Perrone|0||142.88934|207.152|-17.317|0.29|nan
Harmony Of The Forest|Kitaro|1999|Toyohashi, Japan|382.51057|98.763|-18.179|0.46|0.41
Jiggle Once And Wait (Album Version)|Dan Cummins|0||169.09016|80.929|-13.645|0.32|nan
I'm On Your Tail|Paul Carrack|1989|Sheffield, Yorkshire, England|374.96118|99.961|-11.38|0.38|0.26
Still|Jennifer Lopez|2002|The Bronx, New York|220.55138|95.648|-5.046|0.56|0.68
You'll Never Find|The Impressions|0|United States|281.65179|122.507|-11.769|0.41|0.27
Ask The Angels|The Distillers|2000|L.A 	California, Estados Unidos |190.95465|140.823|-4.802|0.49|0.63
All Time Low (Album Version)|Grey Area|1997||189.33506|127.221|-5.729|0.4|0.35
It Took A Good Woman [Edited Demo]|Tiny Tim|0|New York, NY|140.12036|88.858|-15.234|0.4|0.0
Hundre År Gammal|Khold|0|Oslo, Norway|207.93424|89.063|-3.018|0.38|0.47
Vacation Rain (Album)|Sister Hazel|2010|Gainesville, FL|231.36608|100.029|-7.128|0.51|0.59
Byal ravnec|Lot Lorien|2007|Varna|368.16934|160.212|-8.684|0.35|nan
